Petro Stopping Centers,42.96545,-76.84691
Petro Stopping Centers,40.11378,-80.42791
All American Plaza,39.99757,-78.23822
Petro Stopping Centers,40.23298,-77.14101
Petro,40.95629,-76.83853
Petro Stopping Centers,39.63626,-75.80823
Petro Stopping Centers,37.94117,-77.46703
Petro Stopping Centers,34.26673,-79.73061
Petro Stopping Centers,34.34699,-83.31932
Petro Stopping Centers,30.79378,-81.66766
Petro Stopping Centers,33.99647,-86.08239
Petro Stopping Centers,32.40471,-85.95551
Petro Stopping Centers,36.0821,-87.09616
Petro Stopping Centers,35.87342,-84.23545
Petro Stopping Centers,41.41718,-84.1045
Petro Stopping Centers,41.53519,-83.46758
Petro Stopping Centers,39.83404,-84.80942
Petro Stopping Centers,41.74715,-84.99243
Petro Stopping Centers,39.31893,-85.32587
Petro Stopping Centers,40.2766,-85.55224
Petro Stopping Centers,40.76581,-87.12568
Petro Stopping Centers,42.72602,-87.95637
Petro Stopping Centers,45.41318,-94.05574
Petro Stopping Centers,41.42694,-87.75526
Petro Stopping Centers,41.93621,-89.03436
Petro Stopping Centers,39.01582,-94.13245
Petro Stopping Centers,38.87898,-97.61239
Petro Stopping Centers,39.36235,-101.05199
Petro Stopping Centers,35.1535,-90.1369
Petro Stopping Centers,35.46601,-97.47669
Petro Stopping Centers,30.03718,-94.15457
Petro Stopping Centers,29.438,-98.38067
Petro Stopping Centers,35.19236,-101.74367
Petro Stopping Centers,31.95776,-106.58018
Petro Stopping Centers,31.65836,-106.24245
Petro Stopping Centers,41.3278,-105.61917
Petro Stopping Centers,39.52264,-119.70783
Petro Stopping Centers,42.28079,-122.81015
Petro Stopping Centers,47.58973,-117.56137
Petro Stopping Centers,40.12452,-74.7156
Love's,35.52026,-98.8702
Love's,35.22451,-99.8694
Pilot,36.52378,-77.58869
Love's,36.16252,-95.34339
Love's,34.36877,-96.13892
Pilot,34.50901,-81.85869
Pilot,34.91497,-82.10863
Pilot,35.07872,-81.70302
Pilot,33.03953,-80.14193
Love's,32.91904,-96.41946
Love's,32.62309,-96.69419
Love's,32.64121,-96.83998
Pilot,34.2318,-79.80204
Pilot,34.26632,-79.7024
Pilot,34.70949,-82.49801
Pilot,33.84143,-84.48565
Love's,33.16182,-95.228
Pilot,34.27313,-84.80819
Love's,32.50791,-95.64322
Love's,31.72089,-96.17918
Pilot,33.71957,-85.02843
Love's,31.32453,-94.69363
Pilot,33.00285,-85.02934
Love's,32.51479,-97.06969
Love's,32.74259,-97.74387
Pilot,33.31925,-84.77665
Love's,32.59921,-97.31702
Pilot,34.11865,-83.76248
Love's,33.29777,-97.17735
Love's,33.88619,-98.46888
Love's,32.47219,-98.65526
Love's,31.18134,-97.3138
Love's,29.79893,-95.26983
Love's,30.06551,-95.90434
Love's,28.98097,-96.66136
Pilot,34.68826,-85.00004
Pilot,34.65496,-84.9799
Pilot,34.77207,-85.5432
Pilot,33.52522,-82.02962
Pilot,33.48038,-82.13035
Pilot,32.60227,-82.9742
Pilot,32.61107,-83.74524
Pilot,32.18891,-81.19403
Pilot,32.07247,-81.2001
Pilot,31.13651,-81.57167
Pilot,30.75296,-83.27262
Pilot,31.5809,-84.08687
Pilot,30.28293,-81.98352
Pilot,31.42569,-83.51722
Pilot,30.06617,-81.49485
Love's,29.3104,-98.61658
Love's,27.52712,-97.84124
Love's,26.3879,-98.14155
Love's,35.1181,-101.90827
Love's,35.19228,-101.76089
Love's,31.81804,-102.38117
Love's,41.09933,-104.84846
Love's,41.67621,-107.98195
Love's,33.28086,-111.96163
Love's,32.82844,-111.67098
Pilot,34.97768,-85.41493
Love's,33.43133,-112.59095
Pilot,30.48585,-84.42294
Love's,32.94371,-112.73295
Love's,32.68701,-114.58371
Love's,35.1985,-113.90449
Pilot,30.72551,-85.18556
Pilot,26.65538,-81.80084
Love's,35.10737,-106.6497
Pilot,26.89482,-82.0097
Pilot,29.02541,-82.15947
Pilot,29.26703,-82.19159
Love's,32.2703,-106.92198
Pilot,29.26693,-82.1888
Love's,32.35393,-108.72677
Love's,34.39411,-103.14364
Pilot,28.87423,-82.09501
Love's,35.15766,-103.70239
Love's,43.14857,-123.36606
Love's,39.61857,-119.26745
Pilot,27.41312,-80.3976
Love's,33.71715,-116.1703
Pilot,27.41266,-80.40008
Pilot,33.52994,-86.8508
Pilot,33.17268,-87.47762
Pilot,34.53749,-86.91167
Love's,35.61614,-119.65881
Love's,37.75452,-121.14133
Pilot,30.87128,-88.04596
Pilot,30.56014,-88.20534
Pilot,35.30538,-86.88341
Pilot,36.02342,-87.34039
Pilot,35.88166,-87.80054
Pilot,35.99756,-86.59643
Pilot,36.17936,-86.30033
Pilot,35.80853,-86.3972
Pilot,36.20607,-86.77107
Pilot,36.03915,-83.44396
Pilot,36.32064,-82.83276
Pilot,36.11049,-84.02016
Pilot,36.37742,-84.24767
Pilot,36.10809,-83.3339
Pilot,35.96051,-83.82269
Pilot,35.99981,-83.77824
Pilot,35.90269,-84.14038
TravelCenters of America,40.35305,-76.72363
TravelCenters of America,39.16641,-76.78357
All American,37.84633,-77.44985
Petro Stopping Centers,36.77,-81.78091
Petro Stopping Centers,36.07682,-79.22405
Petro Stopping Centers,29.41042,-82.24089
TravelCenters of America,36.17186,-86.77365
Petro Stopping Centers,37.59819,-85.87476
Petro Stopping Centers,41.14112,-80.71745
Petro Stopping Centers,41.17265,-83.64751
TravelCenters of America,40.48483,-89.0249
Petro Stopping Centers,39.12054,-88.57242
Petro Stopping Centers,38.94107,-91.94041
Pilot,35.39053,-89.41166
Pilot,35.02001,-89.89793
Petro Stopping Centers,40.81776,-97.59778
Petro Stopping Centers,30.47709,-90.45711
Arrow Trucking Terminal,36.10125,-95.99362
TravelCenters of America,32.68742,-96.24668
Petro Stopping Centers,32.73792,-97.7647
Champion Travel Plaza,30.57214,-94.94934
Conoco Travel Center,29.82235,-94.89745
TravelCenters of America,27.68747,-99.46709
Calark,27.63295,-99.53252
Flying J,31.66093,-106.23778
Pilot,35.01801,-89.89626
Pilot,35.68226,-88.78443
Sapp Bros,40.74045,-111.94618
Pilot,36.13346,-85.50363
TravelCenters of America,32.26784,-109.8476
Pilot,33.48498,-89.7658
Pilot,32.27295,-90.1931
Pilot,32.27824,-90.15589
Petro Stopping Centers,35.18077,-107.90466
Petro Stopping Centers,36.27898,-115.0251
Petro Stopping Centers,34.98475,-118.94828
Bruce's Truck Stop,35.35437,-118.91089
Pilot,32.34756,-88.72796
Flying J,43.17613,-71.52965
Flying J,44.03428,-70.267
Flying J,45.12305,-67.34888
Flying J,46.14296,-67.84035
Flying J,44.5945,-69.61813
Flying J,44.63207,-70.15348
Flying J,43.00209,-78.40585
Flying J,40.17029,-79.73315
Flying J,41.17322,-79.09812
Flying J,40.23411,-77.12373
Flying J,41.02784,-77.52182
Flying J,39.62478,-75.94811
Flying J,37.93404,-77.47438
Flying J,39.29131,-78.08754
Flying J,36.07022,-79.35215
Flying J,35.57383,-78.14486
Flying J,34.06437,-81.02277
Flying J,34.33994,-79.5317
Flying J,35.14605,-81.50923
Flying J,34.85481,-81.00684
Flying J,33.72016,-85.02857
Flying J,33.2075,-84.06304
Flying J,34.34707,-83.31945
Flying J,34.22822,-83.49892
Flying J,34.58427,-84.93933
Flying J,30.64196,-83.19104
Flying J,29.74893,-81.34437
Flying J,30.49291,-84.42791
Flying J,28.32544,-82.32265
Flying J,28.01061,-82.30341
Flying J,27.44855,-80.39902
Pilot,38.21031,-85.34705
Flying J,32.19525,-86.42091
Flying J,31.19028,-85.39958
Flying J,35.88103,-84.23737
Flying J,34.9292,-89.79491
Flying J,32.27837,-90.16046
Flying J,30.42099,-89.13675
Flying J,38.16219,-85.06748
Pilot,37.82714,-85.72512
Flying J,38.85795,-84.62458
Flying J,38.36338,-82.6984
Flying J,36.69645,-87.45542
Pilot,38.05796,-85.69991
Flying J,40.26626,-82.92268
Flying J,41.53296,-83.45894
Flying J,41.78925,-80.85491
Flying J,41.18226,-80.56845
Flying J,40.83312,-83.96654
Flying J,40.03206,-86.47182
Flying J,39.54969,-86.03557
Flying J,39.69241,-86.19158
TravelCenters of America,39.27917,-76.54848
Flying J,41.2893,-87.29504
Flying J,41.58593,-87.23988
Flying J,41.56092,-87.35599
Flying J,39.85223,-85.41411
Flying J,43.45071,-83.89447
Flying J,42.78656,-84.67768
Flying J,42.09063,-86.41262
Flying J,44.83628,-69.28759
Flying J,42.47105,-93.56415
Flying J,41.61481,-93.78199
Flying J,42.45954,-92.25126
Flying J,41.60409,-90.62483
Flying J,45.74233,-107.61148
Flying J,45.81135,-108.41741
Flying J,47.47063,-111.35963
Flying J,46.00767,-112.61094
Flying J,45.76463,-111.1852
Flying J,42.49365,-89.00015
Flying J,41.36787,-89.09778
Flying J,38.76104,-90.06373
Flying J,38.57664,-90.09752
Flying J,39.13501,-88.57219
Pilot,38.27709,-84.55993
Flying J,38.22598,-91.15708
Flying J,38.83987,-91.22743
Flying J,39.13109,-94.4963
Flying J,38.8782,-97.59395
Flying J,37.75183,-99.98076
Pilot,38.2754,-84.55306
Flying J,32.38522,-94.0211
Flying J,35.15475,-90.14508
Pilot,38.08484,-83.90024
Flying J,35.28421,-93.08891
Flying J,35.59469,-97.43665
Pilot,36.97581,-84.10653
Flying J,35.45885,-97.6892
Flying J,34.19957,-97.16849
Pilot,36.72574,-84.16459
Flying J,36.16275,-95.83333
Flying J,35.47667,-95.53864
Flying J,32.65644,-96.75051
Flying J,33.89224,-98.48396
Flying J,31.50903,-97.14565
Flying J,29.99735,-95.42904
Flying J,30.19408,-95.19424
Flying J,29.44607,-98.36076
Flying J,26.33538,-98.14443
Flying J,35.19317,-101.72349
TravelCenters of America,34.27318,-84.80766
Flying J,33.59221,-101.84137
Flying J,32.52099,-99.89117
Petro Stopping Centers,33.27874,-87.09167
Petro Stopping Centers,30.23242,-92.46232
Flying J,31.99754,-106.57855
Flying J,39.76192,-104.79308
Flying J,40.96935,-102.24822
Flying J,41.09749,-104.85283
Pilot,36.67746,-83.68381
Pilot,38.91695,-84.63227
Pilot,38.91863,-84.62507
TravelCenters of America,32.77225,-111.61944
Love's,40.5283,-76.47004
Love's,36.60603,-77.56148
Love's,35.00048,-80.97726
Love's,28.15436,-81.80177
Love's,32.8489,-86.58394
Love's,30.65495,-87.75931
Love's,36.19311,-85.61706
Pilot,35.98555,-85.01113
Pilot,34.46881,-89.00679
Pilot,30.45224,-88.93427
Love's,38.69465,-84.93989
Pilot,38.45801,-85.29838
Flying J,42.85208,-106.27077
Flying J,44.27817,-105.49421
Flying J,41.60543,-109.23984
Pilot,38.34037,-82.94301
Flying J,41.26407,-110.97784
Pilot,37.09696,-88.69028
Flying J,42.09399,-110.95104
Flying J,43.19636,-112.35833
Flying J,43.66275,-116.65428
Pilot,36.7168,-86.52439
Pilot,36.71679,-86.52451
Flying J,41.0725,-111.97866
Pilot,36.69323,-87.45299
Pilot,36.67675,-87.40645
Flying J,41.96302,-112.71059
Flying J,41.42229,-112.0518
Flying J,41.22832,-112.00736
Flying J,39.6872,-111.83705
Flying J,40.05373,-111.73222
Flying J,40.18561,-111.6423
Pilot,37.06149,-113.583
Flying J,33.46011,-112.20725
Flying J,35.01561,-110.67547
Flying J,35.22048,-114.00777
Flying J,36.21775,-115.12825
Flying J,40.96051,-117.74673
Flying J,40.64887,-116.94318
Flying J,33.81859,-116.40304
Flying J,34.85456,-117.08276
Flying J,34.8177,-118.88541
Flying J,35.53468,-119.18688
Pilot,37.5947,-85.8644
Pilot,37.52117,-85.88265
Flying J,37.75562,-121.14256
Pilot,39.94546,-82.53535
Flying J,45.54439,-122.39136
Flying J,45.29725,-118.04192
Pilot,40.26626,-82.92324
Flying J,47.66377,-117.31613
Flying J,47.62076,-117.50759
Flying J,46.26279,-119.08315
Flying J,49.97127,-98.31957
Love's,40.55464,-85.54796
Love's,32.44307,-93.9847
Love's,35.53813,-93.80425
Love's,34.73977,-97.2224
Flying J,49.87906,-97.33804
Flying J,50.98953,-113.97462
Flying J,53.56582,-113.3181
Flying J,53.33796,-113.54398
Flying J,56.2408,-120.86199
Flying J,53.87676,-122.73476
Flying J,49.16953,-122.95583
Flying J,49.20483,-123.0234
Petro Stopping Centers,46.85093,-96.86317
Petro Stopping Centers,37.0073,-94.55047
Petro Stopping Centers,34.78065,-92.12858
Petro Stopping Centers,35.17833,-113.78976
Petro Stopping Centers,33.78598,-84.49085
Petro Stopping Centers,32.81246,-111.67103
Petro Stopping Centers,37.05509,-121.01593
Petro Stopping Centers,39.90645,-122.19356
Petro Stopping Centers,32.27768,-90.19663
Pilot,39.95947,-83.37077
Pilot,39.55847,-82.9582
Pilot,39.97266,-83.1008
Pilot,40.37155,-82.8295
Pilot,40.8336,-83.24539
Pilot,41.41712,-84.1048
Pilot,41.52217,-83.46116
Pilot,41.72391,-83.50876
Pilot,39.73781,-81.52707
Pilot,39.99673,-81.57767
Pilot,41.78517,-80.85485
TravelCenters of America,41.61243,-87.09718
Pilot,41.46578,-82.06017
TravelCenters of America,38.9582,-85.83727
Pilot,40.99909,-81.99628
TravelCenters of America,41.61715,-90.78092
Pilot,41.02985,-81.90642
Pilot,41.27694,-81.62748
TravelCenters of America,38.81642,-90.95107
Pilot,41.14079,-80.71878
Pilot,40.95921,-80.6596
Pilot,41.12935,-80.76846
Pilot,39.54192,-84.29169
Pilot,39.52257,-83.84639
TravelCenters of America,40.80086,-98.49483
TravelCenters of America,41.31662,-110.50786
TravelCenters of America,35.00953,-106.06381
TravelCenters of America,45.54444,-122.39683
Pilot,39.83244,-84.62943
Pilot,40.83321,-83.96443
Flying J,31.13987,-81.57986
Flying J,33.56165,-86.83809
Pilot,41.13737,-83.66059
Flying J,36.66309,-86.55499
Pilot,39.99574,-85.84317
Flying J,39.94099,-82.60036
Pilot,39.82185,-85.91514
Pilot,39.58408,-85.81745
Pilot,39.55066,-86.04647
Pilot,39.55185,-86.04509
Pilot,39.69752,-86.18651
Pilot,41.6035,-87.11598
Pilot,41.56788,-87.47432
Pilot,41.28976,-87.29591
Pilot,41.44801,-87.01161
Pilot,41.57343,-87.40343
Pilot,41.34199,-86.26258
Flying J,42.86968,-87.94226
Pilot,41.73691,-86.33664
Flying J,44.29444,-90.83009
Flying J,43.60408,-96.76656
Flying J,37.05457,-94.42993
Pilot,41.74247,-85.00041
Flying J,35.26767,-99.64182
Pilot,38.23899,-86.36125
Pilot,38.49169,-85.77389
Pilot,40.11398,-85.5729
Flying J,29.7968,-95.0328
Flying J,42.66098,-112.20615
Pilot,40.11375,-85.56506
Flying J,42.66477,-114.4435
Flying J,43.57227,-116.18948
Flying J,40.72755,-111.91684
Flying J,41.48733,-112.0279
Flying J,35.16107,-103.70242
Pilot,38.17408,-87.55087
Pilot,39.43375,-87.3321
Flying J,38.11318,-121.39421
Pilot,39.45244,-87.12625
Flying J,45.65208,-73.53702
Pilot,40.12239,-87.45163
Flying J,50.5721,-111.86845
Pilot,40.04697,-86.82208
Pilot,40.76581,-87.12565
Flying J,53.51221,-113.37297
Pilot,42.29585,-83.87801
Pilot,42.30084,-83.87809
Pilot,41.92508,-83.36669
Pilot,41.96428,-83.34756
Pilot,42.88284,-85.07482
J&R Express Mart,42.67197,-88.97776
Pilot,42.37698,-77.36326
Pilot,41.02745,-76.08151
King City Truck Stop,46.26278,-119.0847
Pilot,39.63221,-77.78408
Mr Lucky's Truck Stop,30.50782,-91.1809
New England Truck Stop,42.11789,-72.06325
Midway Truck Wash & Fuel Stop,40.48821,-76.2455
Pilot,34.19322,-80.68746
Pilot,33.68223,-85.26247
Deep Water Truck Stop,39.69092,-75.48559
Eastex Truck Stop,29.93336,-95.29988
Outrider Truck Stop,41.29211,-105.58965
Pilot,31.95889,-83.74567
Keysville Sav U Time,37.07651,-78.4517
Love's,35.49072,-95.14994
Roadrunner Markets,36.32787,-82.83721
Pilot,32.08633,-83.75925
EZ Trip Travel Plaza,36.83704,-119.7926
Pilot,37.2561,-87.4503
Pilot,42.30234,-85.08169
Pilot,41.7978,-83.69627
Holly Ridge Truck Stop,33.18993,-91.2604
Pilot,41.65854,-93.4992
Rebel Truck Stop,46.29133,-122.90336
Pilot,41.62959,-93.78067
Pilot,43.14587,-93.35795
Pilot,41.23717,-95.87914
Love's,33.18697,-96.63907
Pilot,41.64227,-91.15187
Love's,32.00882,-97.09346
Bogue Chitto Truck Stop,31.42875,-90.47504
Love's,29.77912,-95.88117
Jubilee,29.60961,-90.66703
Houmas Truck Stop,29.63045,-90.70457
Glitzy Ritz,42.83579,-84.22026
Mr Fuel,37.94042,-77.463
Lagrange Travel Center,32.98629,-85.02971
Silver Dollar Truck Stop,32.5334,-93.76697
Pilot,41.61369,-90.78306
Woodruff Truck Stop,34.74734,-81.95134
Pilot,42.77833,-87.95133
Blue Ridge Plaza,41.0775,-75.97037
Spaceway Truck Plaza,32.34206,-88.79871
River Country Plaza,44.94026,-91.14646
Love's,28.0462,-99.34921
Sinclair,39.78846,-104.97826
Flying J,52.19508,-106.67753
Love's,29.6544,-97.59223
Lucky Magnolia Truck Stop,30.6513,-90.90381
Magnolia Plaza Truck Stop,30.53651,-90.97479
Flying J,42.93138,-81.17529
Flying J,44.26906,-76.96716
Shell O'Trente,48.24755,-79.06612
Village Truck Stop,36.90703,-81.28759
Flying J,45.56786,-73.45034
Relay Station,33.01703,-93.46708
Dunes Auto Truck Plaza,41.88553,-86.60121
Motor City Truck Stop,42.28749,-83.16496
Love's,35.6634,-101.39836
Flying J,50.42639,-105.5442
Trucker's Paradise,32.5821,-93.24785
Pilot,42.8725,-87.94416
Flying J,46.08829,-73.19546
Flying J,52.19894,-106.67022
Flying J,46.83371,-96.84576
Love's,31.06685,-104.74178
Love's,40.07318,-104.63155
Flying J,38.41224,-96.23597
United Petroleum Products,49.24343,-122.75582
Flying J,41.08871,-96.25641
Flying J,46.92974,-104.00769
Love's,37.72559,-113.0501
Flying J,44.10257,-103.14947
Love's,33.65551,-114.24
Willows Travel Plaza,39.49323,-122.19316
Love's,35.18176,-107.90578
Sadler Travel Plaza,36.70411,-77.55299
Simmons Travel Center,36.66488,-77.55301
TravelCenters of America,39.28122,-76.54818
Fuel Stop,30.23812,-93.12937
Love's,35.52985,-108.68215
Joe's Travel Plaza,37.81985,-121.29201
Love's,41.09843,-114.95866
Jennings Truck Stop,30.23949,-92.63601
Country Express,44.45398,-87.99415
Love's,34.71322,-98.40209
Pompano Truckstop,26.24219,-80.16528
Loves Travel Stop,33.48113,-111.98696
Paso Junction,37.64578,-98.71948
Country Girl's Truck Stop,35.37698,-87.99662
Tomahawk Auto Truck Plaza,39.56156,-107.35984
Flying J,36.93648,-80.99304
Love's,35.38198,-96.67143
Flying J,41.77763,-107.31113
Love's,35.30447,-95.5901
Love's,35.42667,-96.30123
Patton's Truck Stop,37.73909,-88.28569
El Cheapo's,31.7807,-81.38321
Seven Feathers Truck & Travel Ctr,42.94079,-123.28878
Alabama Coast Truck Stop,30.54558,-88.17602
Puckett's Truck Stop,37.74018,-83.04668
Jensen Truck Stop,39.16974,-123.21175
Diamond Rio Truck Plaza,36.62707,-95.19863
Esso,43.64716,-79.64985
Gullivers Travel Plaza,40.75092,-81.40249
Cash's Travel Plaza,33.89019,-91.48477
Love's,35.64329,-86.89081
Fort Erie Truck & Travel Plaza,42.9283,-78.96666
Sunshine Travel Plaza,30.96014,-81.72084
Tulip City Truck Stop,42.73854,-86.06639
