1024092132,0,"Weigh Station",9710,0,"40.94263","-115.64517","","Elko","Nevada","89801","","","","","","","","","",""
1024092133,0,"Weigh Station",9710,0,"40.943","-115.64578","","Elko","Nevada","89801","","","","","","","","","",""
1024089940,0,"Weigh Station",9710,0,"36.33536","-114.91896","","North Las Vegas","Nevada","89036","","","","","","","","","",""
1023840588,0,"Weigh Station",9710,0,"34.19876","-118.95717","","Newbury Park","California","91320","","","","","","","","","",""
1024317978,0,"Weigh Station",9710,0,"33.60965","-114.74116","","Desert Center","California","92239","","","","","","","","","",""
1024379063,0,"Weigh Station",9710,0,"35.23671","-118.57686","","Keene","California","93531","","","","","","","","","",""
1023840155,0,"Weigh Station",9710,0,"37.49909","-121.95631","","Fremont","California","94538","","","","","","","","","",""
1023840277,0,"Weigh Station",9710,0,"37.07412","-121.59073","12000 S Valley Fwy","San Martin","California","95046","","","","","","","","","",""
1024429032,0,"Weigh Station",9710,0,"34.43565","-118.59298","","Valencia","California","91355","","","","","","","","","",""
1023848081,0,"Weigh Station",9710,0,"33.84839","-118.27392","","Carson","California","90746","","","","","","","","","",""
1023848216,0,"Weigh Station",9710,0,"33.84593","-118.26941","","Carson","California","90746","","","","","","","","","",""
1024429103,0,"Weigh Station",9710,0,"34.96111","-118.93782","","Lebec","California","93243","","","","","","","","","",""
1023847640,0,"Weigh Station",9710,0,"33.44522","-117.13608","","Temecula","California","92590","","","","","","","","","",""
1023840861,0,"Weigh Station",9710,0,"35.11425","-118.23362","","Mojave","California","93501","","","","","","","","","",""
1023847711,0,"Weigh Station",9710,0,"33.35215","-117.52418","","Camp Pendleton Marine Corps Base","California","92055","","","","","","","","","",""
1023840556,0,"Weigh Station",9710,0,"38.22905","-122.11656","","Fairfield","California","94534","","","","","","","","","",""
1023840336,0,"Weigh Station",9710,0,"38.22972","-122.11663","","Fairfield","California","94534","","","","","","","","","",""
1023840822,0,"Weigh Station",9710,0,"40.88446","-123.96187","","Blue Lake","California","95525","","","","","","","","","",""
1023840778,0,"Weigh Station",9710,0,"38.0286","-122.53793","","San Rafael","California","94903","","","","","","","","","",""
1023840785,0,"Weigh Station",9710,0,"39.34397","-123.31805","","Willits","California","95490","","","","","","","","","",""
1024398711,0,"Weigh Station",9710,0,"38.74453","-120.64595","","Camino","California","95709","","","","","","","","","",""
1023840765,0,"Weigh Station",9710,0,"40.35212","-122.28133","","Cottonwood","California","96022","","","","","","","","","",""
1023840644,0,"Weigh Station",9710,0,"37.1268","-121.03063","","Gustine","California","95322","","","","","","","","","",""
1023840645,0,"Weigh Station",9710,0,"37.12831","-121.03073","","Gustine","California","95322","","","","","","","","","",""
1023840672,0,"Weigh Station",9710,0,"37.15952","-120.29819","","Le Grand","California","95333","","","","","","","","","",""
1024418936,0,"Weigh Station",9710,0,"41.27091","-122.28075","","Mt Shasta","California","96067","","","","","","","","","",""
1023840690,0,"Weigh Station",9710,0,"37.56589","-121.89763","","Sunol","California","94586","","","","","","","","","",""
1024499693,0,"Weigh Station",9710,0,"37.92466","-122.06041","","Walnut Creek","California","94597","","","","","","","","","",""
1024499119,0,"Weigh Station",9710,0,"41.01629","-124.1073","","Trinidad","California","95570","","","","","","","","","",""
1024499730,0,"Weigh Station",9710,0,"37.92908","-122.06074","","Walnut Creek","California","94597","","","","","","","","","",""
1024499412,0,"Weigh Station",9710,0,"38.01292","-122.54166","","San Rafael","California","94903","","","","","","","","","",""
1024498852,0,"Weigh Station",9710,0,"38.69996","-121.31702","","Citrus Heights","California","95621","","","","","","","","","",""
1024498851,0,"Weigh Station",9710,0,"38.69818","-121.32045","","Citrus Heights","California","95621","","","","","","","","","",""
1023840703,0,"Weigh Station",9710,0,"37.7127","-121.71422","","Livermore","California","94551","","","","","","","","","",""
1031722525,0,"Weigh Station",9710,0,"33.42974","-117.14827","","Fallbrook","California","92028","","","","","","","","","",""
1023848029,0,"Weigh Station",9710,0,"33.86932","-117.75777","","Anaheim","California","92807","","","","","","","","","",""
1023847923,0,"Weigh Station",9710,0,"33.86853","-117.75676","","Anaheim","California","92807","","","","","","","","","",""
1023840318,0,"Weigh Station",9710,0,"34.20063","-118.95619","","Newbury Park","California","91320","","","","","","","","","",""
1023847871,0,"Weigh Station",9710,0,"34.40579","-118.44847","","Canyon Country","California","91387","","","","","","","","","",""
1024291028,0,"Weigh Station",9710,0,"34.30568","-117.46667","","San Bernardino","California","92407","","","","","","","","","",""
1024292714,0,"Weigh Station",9710,0,"34.3052","-117.46707","","San Bernardino","California","92407","","","","","","","","","",""
1024295029,0,"Weigh Station",9710,0,"33.93045","-116.83691","","Banning","California","92220","","","","","","","","","",""
1024295100,0,"Weigh Station",9710,0,"33.92939","-116.83858","","Banning","California","92220","","","","","","","","","",""
1023840698,0,"Weigh Station",9710,0,"37.71436","-121.7121","","Livermore","California","94551","","","","","","","","","",""
1023840592,0,"Weigh Station",9710,0,"37.49993","-121.95873","","Fremont","California","94538","","","","","","","","","",""
1024092135,0,"Weigh Station",9710,0,"35.92867","-115.19368","","Las Vegas","Nevada","89124","","","","","","","","","",""
1024423660,0,"Weigh Station",9710,0,"40.03821","-120.98456","","Twain","California","95984","","","","","","","","","",""
1023847766,0,"Weigh Station",9710,0,"33.35158","-117.52468","","Camp Pendleton Marine Corps Base","California","92055","","","","","","","","","",""
1024429290,0,"Weigh Station",9710,0,"32.74724","-114.74361","","Winterhaven","California","92283","","","","","","","","","",""
1023840596,0,"Weigh Station",9710,0,"37.04157","-121.57723","","Gilroy","California","95020","","","","","","","","","",""
1024254615,0,"Weigh Station",9710,0,"43.92713","-116.19076","","Horseshoe Bend","Idaho","83629","","","","","","","","","",""
1110803882,0,"Weigh Station",9710,0,"46.00609","-112.61233","","Butte","Montana","59750","","","","","","","","","",""
1024254550,0,"Weigh Station",9710,0,"42.34072","-114.57451","","Twin Falls","Idaho","83301","","","","","","","","","",""
1023849807,0,"Weigh Station",9710,0,"47.34883","-110.89512","","Belt","Montana","59412","","","","","","","","","",""
1024255006,0,"Weigh Station",9710,0,"47.70829","-116.86718","","Post Falls","Idaho","83854","","","","","","","","","",""
1023849817,0,"Weigh Station",9710,0,"46.98961","-114.18578","","Missoula","Montana","59808","","","","","","","","","",""
1023849806,0,"Weigh Station",9710,0,"46.99158","-114.18717","","Missoula","Montana","59808","","","","","","","","","",""
1023849554,0,"Weigh Station",9710,0,"43.43172","-116.05616","","Boise","Idaho","83716","","","","","","","","","",""
1023849309,0,"Weigh Station",9710,0,"43.43164","-116.05852","","Boise","Idaho","83716","","","","","","","","","",""
1023849805,0,"Weigh Station",9710,0,"45.69484","-108.67903","","Billings","Montana","59101","","","","","","","","","",""
1024251931,0,"Weigh Station",9710,0,"42.50465","-113.40797","","Declo","Idaho","83323","","","","","","","","","",""
1024254766,0,"Weigh Station",9710,0,"48.73214","-116.29665","","Bonners Ferry","Idaho","83805","","","","","","","","","",""
1024089464,0,"Weigh Station",9710,0,"48.14858","-104.50506","","Culbertson","Montana","59218","","","","","","","","","",""
1024083562,0,"Weigh Station",9710,0,"44.41303","-104.34123","S 29th St","Sundance","Wyoming","82729","","","","","","","","","",""
1024089455,0,"Weigh Station",9710,0,"47.00321","-113.36782","","Bonner","Montana","59823","","","","","","","","","",""
1024089457,0,"Weigh Station",9710,0,"45.42191","-105.39649","","Broadus","Montana","59317","","","","","","","","","",""
1024089458,0,"Weigh Station",9710,0,"44.64763","-112.60267","","Lima","Montana","59739","","","","","","","","","",""
1024092128,0,"Weigh Station",9710,0,"47.0012","-104.21846","","Wibaux","Montana","59353","","","","","","","","","",""
1024089460,0,"Weigh Station",9710,0,"45.66854","-111.18604","Mountain West Ln","Bozeman","Montana","59718","","","","","","","","","",""
